Arrival,Price,Dates
361.0,700,2023-06-27
256.0,850,2023-06-28
317.0,1000,2023-06-30
497.0,1250,2023-07-01
875.0,1250,2023-07-03
697.0,1200,2023-07-04
569.0,1200,2023-07-05
671.0,1100,2023-07-06
590.0,1000,2023-07-07
678.0,1150,2023-07-08
504.0,900,2023-07-10
520.0,1000,2023-07-11
446.0,950,2023-07-12
433.0,1000,2023-07-13
375.0,850,2023-07-14
373.0,900,2023-07-15
382.0,900,2023-07-17
442.0,1000,2023-07-18
424.0,1150,2023-07-20
458.0,1100,2023-07-21
461.0,1000,2023-07-22
436.0,900,2023-07-24
373.0,950,2023-07-25
398.0,1050,2023-07-26
319.0,1100,2023-07-27
327.0,1000,2023-07-28
386.0,950,2023-07-29
349.0,1100,2023-07-31
273.0,1150,2023-08-01
362.0,1250,2023-08-02
324.0,1200,2023-08-03
259.0,1350,2023-08-04
351.0,1250,2023-08-05
389.0,1450,2023-08-07
359.0,1550,2023-08-08
384.0,1600,2023-08-09
367.0,1650,2023-08-10
381.0,1800,2023-08-11
376.0,1900,2023-08-12
642.0,2250,2023-08-14
453.0,2000,2023-08-17
498.0,2050,2023-08-18
521.0,1900,2023-08-19
238.0,1700,2023-08-21
132.0,2051,2023-08-23
173.0,2001,2023-08-24
242.0,2000,2023-08-25
262.0,1900,2023-08-26
332.0,1800,2023-08-28
366.0,1850,2023-08-29
344.0,1750,2023-08-31
189.0,2050,2023-09-01
315.0,2050,2023-09-02
264.0,2050,2023-09-04
258.0,1900,2023-09-06
155.0,1700,2023-09-08
252.0,1750,2023-09-09
141.0,2000,2023-09-11
128.0,2100,2023-09-15
267.0,1950,2023-09-18
184.0,1800,2023-09-20
140.0,1900,2023-09-21
143.0,1900,2023-09-22
153.0,2000,2023-09-23
213.0,1900,2023-09-25
188.0,2000,2023-09-26
172.0,2200,2023-09-27
239.0,2250,2023-09-29
226.0,2200,2023-09-30
330.0,2100,2023-10-02
293.0,2000,2023-10-03
252.0,2200,2023-10-04
213.0,2250,2023-10-05
193.0,2300,2023-10-06
266.0,2300,2023-10-07
192.0,2275,2023-10-09
182.0,2350,2023-10-10
156.0,2250,2023-10-11
115.0,2300,2023-10-12
150.0,2500,2023-10-13
145.0,2600,2023-10-14
120.0,2800,2023-10-16
108.0,3100,2023-10-17
97.0,3300,2023-10-18
92.0,3150,2023-10-19
97.0,3250,2023-10-20
179.0,4500,2023-10-30
96.0,4000,2023-10-31
84.0,4000,2023-11-01
78.0,4050,2023-11-02
119.0,3800,2023-11-03
103.0,3700,2023-11-04
107.0,3500,2023-11-06
87.0,3500,2023-11-07
106.0,3600,2023-11-08
81.0,3800,2023-11-09
46.0,3900,2023-11-10
52.0,4000,2023-11-13
9.0,4200,2023-11-18
45.0,3600,2023-11-20
33.0,3400,2023-11-21
80.0,3200,2023-11-22
80.0,3900,2023-11-22
98.0,3800,2023-11-23
98.0,3300,2023-11-23
110.0,3200,2023-11-24
110.0,3850,2023-11-24
100.0,3650,2023-11-25
100.0,3050,2023-11-25
101.0,3800,2023-11-27
101.0,3500,2023-11-27
66.0,3800,2023-11-28
66.0,3850,2023-11-28
44.0,4000,2023-11-29
44.0,3850,2023-11-29
100.0,3900,2023-12-04
100.0,3800,2023-12-04
98.0,3750,2023-12-05
98.0,3950,2023-12-05
160.0,3700,2023-12-06
160.0,3700,2023-12-06
144.0,3750,2023-12-07
144.0,3570,2023-12-07
27.0,3750,2023-12-08
206.0,2600,2023-12-09
206.0,3550,2023-12-09
246.0,3000,2023-12-11
246.0,2500,2023-12-11
211.0,1900,2023-12-12
211.0,3600,2023-12-12
225.0,3200,2023-12-13
225.0,1900,2023-12-13
213.0,2500,2023-12-14
213.0,1800,2023-12-14
242.0,1750,2023-12-15
242.0,1850,2023-12-15
222.0,1800,2023-12-16
222.0,2000,2023-12-16
281.0,1850,2023-12-18
281.0,1900,2023-12-18
201.0,1850,2023-12-19
201.0,1600,2023-12-19
184.0,1800,2023-12-20
211.0,1800,2023-12-21
189.0,1900,2023-12-22
212.0,1800,2023-12-25
154.0,1650,2023-12-26
121.0,1600,2023-12-27
133.0,1600,2023-12-28
167.0,1700,2023-12-29
199.0,1650,2023-12-30
135.0,1800,2024-01-02
173.0,1800,2024-01-03
233.0,1850,2024-01-04
278.0,1800,2024-01-05
305.0,1800,2024-01-06
500.0,1750,2024-01-08
356.0,1700,2024-01-09
351.0,1675,2024-01-10
304.0,1750,2024-01-11
208.0,1725,2024-01-12
330.0,1700,2024-01-13
283.0,1750,2024-01-15
189.0,1701,2024-01-16
282.0,1675,2024-01-17
237.0,1500,2024-01-18
343.0,1500,2024-01-19
424.0,1250,2024-01-20
452.0,1250,2024-01-23
417.0,1175,2024-01-24
412.0,1150,2024-01-25
439.0,1100,2024-01-29
328.0,1200,2024-01-30
266.0,1200,2024-01-31
266.0,1150,2024-02-01
235.0,1200,2024-02-02
263.0,1250,2024-02-05
276.0,1200,2024-02-06
250.0,1150,2024-02-07
272.0,1250,2024-02-08
257.0,1200,2024-02-09
307.0,1150,2024-02-10
281.0,1200,2024-02-12
300.0,1250,2024-02-13
329.0,1150,2024-02-14
257.0,1100,2024-02-15
212.0,1200,2024-02-16
256.0,1150,2024-02-17
159.0,1700,2024-02-20
160.0,1450,2024-02-21
227.0,1400,2024-02-22
198.0,1600,2024-02-23
257.0,1700,2024-02-24
325.0,1750,2024-02-27
298.0,1700,2024-02-28
286.5,1600,2024-02-29
354.5,1500,2024-03-01
271.5,1700,2024-03-04
222.0,1600,2024-03-05
244.5,1810,2024-03-06
202.0,2010,2024-03-07
119.5,1800,2024-03-08
285.5,1700,2024-03-11
357.8,1300,2024-03-19
357.8,1450,2024-03-19
303.0,1250,2024-03-20
230.5,1100,2024-03-21
230.5,1200,2024-03-21
237.2,1250,2024-03-22
237.2,1150,2024-03-22
205.8,1200,2024-03-23
205.8,1100,2024-03-23
136.3,1350,2024-03-25
144.5,1400,2024-03-26
142.5,1450,2024-03-27
182.0,1500,2024-03-28
296.0,1450,2024-03-29
136.0,1400,2024-03-30
318.6,1450,2024-04-01
295.0,1400,2024-04-02
303.5,1375,2024-04-03
323.9,1350,2024-04-04
230.5,1300,2024-04-05
291.0,1350,2024-04-06
494.0,1300,2024-04-08
431.5,1325,2024-04-13
472.0,1225,2024-04-15
329.0,1250,2024-04-19
414.5,1300,2024-04-22
392.1,1250,2024-04-24
354.8,1350,2024-04-25
324.0,1300,2024-04-26
343.7,1275,2024-04-27
299.0,1350,2024-04-29
298.5,1300,2024-04-30
324.8,1300,2024-05-02
275.0,1350,2024-05-03
319.5,1600,2024-05-04
817.0,1500,2024-05-06
801.0,1400,2024-05-07
738.5,1350,2024-05-08
602.4,1400,2024-05-09
880.5,1300,2024-05-11
686.5,1250,2024-05-13
620.6,1150,2024-05-14
550.0,1100,2024-05-15
590.0,1250,2024-05-16
543.0,1200,2024-05-17
741.0,1300,2024-05-18
465.5,1350,2024-05-21
544.5,1350,2024-05-22
497.0,1450,2024-05-23
438.9,1450,2024-05-24
540.5,1550,2024-05-25
449.0,1650,2024-05-27
448.0,1600,2024-05-29
416.0,1750,2024-05-30
382.0,1800,2024-05-31
502.5,1650,2024-06-01
577.7,1700,2024-06-03
200.6,1800,2024-06-04
300.1,1950,2024-06-05
303.8,2000,2024-06-06
256.5,2050,2024-06-07
277.1,2300,2024-06-08
451.5,2600,2024-06-10
426.3,2150,2024-06-11
437.1,2150,2024-06-12
314.0,2250,2024-06-13
238.0,2350,2024-06-14
272.8,2500,2024-06-15
196.5,2500,2024-06-17
269.1,2700,2024-06-19
219.2,2800,2024-06-21
277.4,2600,2024-06-22
251.0,2750,2024-06-24
237.5,2700,2024-06-25
193.5,2600,2024-06-26
196.1,2700,2024-06-27
188.5,2650,2024-06-28
163.0,2600,2024-06-29
248.6,2750,2024-07-01
235.9,2700,2024-07-02
295.2,2650,2024-07-03
222.0,2600,2024-07-04
180.3,2600,2024-07-05
194.2,2500,2024-07-06
204.4,2700,2024-07-08
160.0,2550,2024-07-09
148.5,2600,2024-07-10
149.5,2650,2024-07-11
158.5,2600,2024-07-12
167.0,2650,2024-07-13
257.0,2700,2024-07-15
159.8,2675,2024-07-16
151.1,2600,2024-07-17
164.4,2725,2024-07-18
168.8,2750,2024-07-19
212.1,2700,2024-07-20
245.7,2675,2024-07-22
210.0,2650,2024-07-23
235.1,2300,2024-07-24
201.8,2500,2024-07-25
153.8,2450,2024-07-26
198.4,2400,2024-07-27
176.4,2500,2024-07-29
170.1,2600,2024-07-30
215.5,2600,2024-07-31
190.6,2450,2024-08-01
222.8,2500,2024-08-02
251.4,2450,2024-08-03
165.9,2400,2024-08-05
151.3,2600,2024-08-06
163.5,2650,2024-08-07
145.4,2750,2024-08-08
157.7,2800,2024-08-09
223.6,3350,2024-08-10
274.0,3450,2024-08-12
183.2,3500,2024-08-13
323.3,3150,2024-08-14
269.5,3100,2024-08-17
173.5,2650,2024-08-20
209.6,3400,2024-08-21
197.0,3600,2024-08-22
223.3,3850,2024-08-23
227.8,3600,2024-08-24
220.0,3650,2024-08-26
298.5,3650,2024-08-27
169.5,3600,2024-08-28
161.7,3600,2024-08-29
162.3,3400,2024-08-30
246.6,3400,2024-08-31
180.4,3750,2024-09-02
194.8,4250,2024-09-03
248.4,3750,2024-09-04
252.9,3800,2024-09-05
296.7,3800,2024-09-06
168.7,3700,2024-09-07
244.7,3600,2024-09-09
221.7,3600,2024-09-10
180.5,3750,2024-09-11
158.8,3800,2024-09-12
158.2,4000,2024-09-13
181.1,4500,2024-09-14
181.3,4300,2024-09-16
220.5,4300,2024-09-18
171.3,4350,2024-09-19
152.0,4650,2024-09-20
211.4,4700,2024-09-21
211.4,4300,2024-09-21
225.5,4700,2024-09-23
225.5,3850,2024-09-23
189.7,4000,2024-09-24
189.7,4500,2024-09-24
147.6,4550,2024-09-25
192.5,3850,2024-09-26
192.5,4650,2024-09-26
175.7,4400,2024-09-27
213.6,4000,2024-09-28
213.6,3400,2024-09-28
130.2,3800,2024-09-30
127.1,3900,2024-10-01
91.5,3950,2024-10-02
96.8,4200,2024-10-03
96.8,3150,2024-10-03
70.5,3800,2024-10-04
126.5,4350,2024-10-05
126.5,2500,2024-10-05
102.3,2900,2024-10-07
102.3,4350,2024-10-07
103.0,4000,2024-10-09
74.2,4100,2024-10-10
70.8,3000,2024-10-11
70.8,3850,2024-10-11
166.0,4100,2024-10-12
166.0,3200,2024-10-12
118.3,3200,2024-10-14
118.3,4200,2024-10-14
113.5,4250,2024-10-15
113.5,3300,2024-10-15
95.6,4100,2024-10-16
95.6,3100,2024-10-16
89.9,4250,2024-10-17
89.9,3500,2024-10-17
125.8,3200,2024-10-18
125.8,4150,2024-10-18
150.4,4200,2024-10-19
150.4,3400,2024-10-19
132.2,3200,2024-10-21
132.2,4250,2024-10-21
85.4,3500,2024-10-22
85.4,4450,2024-10-22
98.7,4500,2024-10-23
98.7,3400,2024-10-23
73.6,4475,2024-10-24
73.6,3300,2024-10-24
61.7,4750,2024-10-25
61.7,3700,2024-10-25
114.6,4100,2024-10-26
114.6,4850,2024-10-26
70.4,3750,2024-10-28
70.4,4650,2024-10-28
180.0,3450,2024-10-29
180.0,4500,2024-10-29
101.7,3400,2024-10-30
101.7,4550,2024-10-30
